,img_name,question,h,r,t,answer,fold
12559,120205820220720133744.jpg,이미지 안 소목에 속하는 가젤의 문은 뭐지?,Gazella,order,joiner,chordate,5.0
12560,110101020220620164821.jpg,이미지 내 하프는 어느 나라의 상징이야?,Harp,subject,ireland's symbol,ireland,5.0
12561,122202420220728114733.jpg,이미지 내 척삭동물은 어떤 목에 해당할까?,Black-naped oriole,order,Passerine,passerine,5.0
12562,113200720220719145632.jpg,이미지 속 농기구로 사용되는 것은 뭐야 ?,Shovel,subject,Agricultural machinery,shovel,5.0
12563,142000920220727140940.jpg,이미지 속 가래나무과 식물의 목은 뭐야?,Pecan,family,Juglandaceae,Fagales,5.0
12564,120204920220715182648.jpg,이미지 속 포유류는 뭐라고 불러?,Mongoose,class,Mammal,mongoose,5.0
12565,152300120220713161720.jpg,이미지 속 사람은 무엇에 속하는 생물이니?,Human,subphylum,Vertebrate,vertebrate,5.0
12566,120500120220901133955.jpg,이미지에서 진양서류에 속하는 척삭동물은 뭘까?,Frog,phylum,Chordate,Frog,5.0
12567,113300220220718163645.jpg,이미지에서 옷을 꿰매어 만드는 것을 뭐라고 하니?,stitch,RelatedTo,sewing,sewing,5.0
12568,140401220220711130611.jpg,홍합은 무엇에 속하는 해산물일까?,Mytilus unguiculatus,subject,Seafood,Bivalvia,5.0
12569,130200620220627115641.jpg,이미지 안의 프라이팬은 무슨 기구야?,Frying pan,subject,Cooker,cook,5.0
12570,134100820220725140528.jpg,이미지 속 마니차는 무엇에 사용될까?,Prayer wheel,subject,Buddhism_practice,Buddhism,5.0
12571,130900220220811112326.jpg,이미지 내 미국에서 발명한 컴퓨터 입력 장치는 무엇이니?,Computer mouse,subject,american_invention,computer mouse,5.0
12572,140100220220628170933.jpg,이미지 안에 바나나는 무엇에 해당하는 과일이야?,Banana,family,Musaceae,Musaceae,5.0
12573,141400920221018161523.jpg,이미지 속 원예 식물이 해당하는 목은 뭐야?,Viburnum sargentii,subject,Gardening_Plants,Dipsacales,5.0
12574,120202020220822144030.jpg,이미지 속 야생의 들판에 있는 가축을 뭐라고 해?,Sheep,subject,Livestock,sheep,5.0
12575,151000420220713161521.jpg,이미지 속 여름 스포츠를 뭐라고 불러?,Swimming,subject,summer_sports,swimming,5.0
12576,130900220220628132011.jpg,이미지 속 미국의 발명품은 이름이 뭐야?,Computer mouse,subject,american_invention,computer mouse,5.0
12577,120200820220623143644.jpg,이미지 속 개과에 속하는 것은 무슨 문에 해당될까?,Fox,subject,Canidae,chordate,5.0
12578,120201520220623180332.jpg,이미지 속 족제비과에 해당하는 동물은 뭐야?,Eurasian otter,subject,Mustelidae,otter,5.0
12579,110200520220621175912.jpg,이미지 속 이탈리아 요리는 뭐야?,Pizza,subject,Italian cuisine,pizza,5.0
12580,141401320220711114909.jpg,이미지 안 원예 식물은 어느 나라의 상징일까?,Nelumbo nucifera,subject,symbol of india,india,5.0
12581,122201620220802142906.jpg,꿩과에 속하는 이미지 속 한국의 겨울철새는 뭐니?,Japanese quail,subject,winter migratory birds in Korea,quail,5.0
12582,121800120220707153011.jpg,이미지에서 이구아나는 무엇에 해당할까?,Iguana,phylum,Chordate,chordate,5.0
12583,120203420220707113103.jpg,이미지 속에서 너구리는 무엇에 속해 있을까?,Common raccoon dog,class,Mammal,a mammal,5.0
12584,115100120220720101852.jpg,이미지 속 가로수는 무엇을 위해서 심어 놓는 나무이지?,colonnade,subject,Environment,environment,5.0
12585,115000320220719155744.jpg,이미지 속 튀김에 해당되는 음식은 뭐야?,Corn dog,subject,fried food,Corn dog,5.0
12586,120100920220707112015.jpg,이미지 속 사마귀는 무엇에 해당하는 동물일까?,Tenodera angustipennis,subclass,Pterygota,Pterygota,5.0
12587,120201920220623144947.jpg,레서판다는 무엇에 속하는 동물이니?,Red panda,suborder,Caniformia,Caniformia,5.0
12588,120104620220928152201.jpg,이미지 안 절지동물의 목은 뭘까?,Pieris rapae,order,Lepidoptera,lepidoptera,5.0
12589,120201320220623154917.jpg,이미지 속 케냐의 상징인 동물은 뭐야?,Lion,subject,Kenya's symbol,lion,5.0
12590,120401120220929110533.jpg,이미지에 있는 척삭동물은 어느 하목에 속할까?,Agamidae,phylum,Chordate,Iguanomorpha,5.0
12591,160301220220805101409.jpg,이미지 속 사람의 하목은 무엇이니?,Human,infraorder,Simian,Simiiformes,5.0
12592,120201720220623132405.jpg,모델 생물에 해당하는 동물은 이미지에서 뭘까 ?,Cat,subject,Model organism,a cat,5.0
12593,133300520220722144426.jpg,아스팔트에는 어떤 물질이 들어있니?,Rock asphalt,subject,IARC_2A Class_Carcinogen_Substance,Carcinogenesis,5.0
12594,121700220220902143413.jpg,이미지 안에서 다지류에 해당하는 동물은 뭘까?,Scutigeridae,kingdom,Animal,scutigeridae,5.0
12595,110400820220906165155.jpg,이미지 안 측량학과 관련 있는 도로 시설물은 뭘까?,Milestone,subject,road_facility,milestone,5.0
12596,141400620220711111426.jpg,이미지 속의 연복초과에 속하는 딱총나무는 무슨 식물이야?,Sambucus ebulus,subject,Adoxaceae,Ornamental plant,5.0
12597,160500220220819144733.jpg,이미지 내 영장류에 해당하는 유인원은 뭘까?,Human,subject,Ape,people,5.0
12598,140100120220628161739.jpg,이미지 속 장미과에 속하는 과일은 무엇이니?,Apple,family,Rosaceae,apples,5.0
12599,150101820220713104149.jpg,이미지 속 올림픽 경기 종목은 뭐지?,Field hockey,subject,Olympic sports,field hockey,5.0
12600,120207920220926181512.jpg,이미지 속 실용견에 해당하는 것은 뭘까?,Dalmatian (dog),subject,Non-sporting group,dalmatian,5.0
12601,134100520220919185011.jpg,이미지 안 기독교 신화와 관련 있는 것은 뭐야?,Holy Grail,subject,Christianity_Myth,holy grail,5.0
12602,140800120220711105621.jpg,이미지에서 메꽃과에 해당하는 속씨식물은 무엇이니?,Ipomoea nil,subject,Convolvulaceae,morning glory,5.0
12603,120210720221019113334.jpg,이미지에 있는 척삭동물의 강은 무엇이니?,Brown bear,phylum,Chordate,a mammal,5.0
12604,120204820220809165301.jpg,이미지 속 라마는 무엇에 속하니?,Llama,subject,Camelidae,camelidae,5.0
12605,120209120220802111344.jpg,이미지 속 목양견인 개 품종의 이름은 뭐지?,Welsh Corgi,subject,Herding dog,pembroke,5.0
12606,150500120220713110939.jpg,이미지 속 포유류에 속하는 동물은 무엇일까?,Human,class,Mammal,people,5.0
12607,120200920220623162215.jpg,이미지 내 햄스터는 무엇에 속하는 동물이야?,Hamster,subject,Cricetidae,nycteridae,5.0
12608,114900120220720101623.jpg,이미지 안 매트리스는 어디에 속하는 물건이니?,Mattress,subject,Bedding,Bedding,5.0
12609,110600420220714172149.jpg,이미지 속 게임은 무엇이니?,Chess,subject,Abstract strategy game,Abstract strategy game,5.0
12610,180900120220907155105.jpg,이미지 속 폭포 주변에 있는 영장류는 무엇일까?,Human,order,Primate,people,5.0
12611,121900320220707182247.jpg,이미지 안 북극곰은 무엇에 속하는 동물이지?,Polar bear,subject,Bear,gomphidae,5.0
12612,210700520220916150904.jpg,이미지 안 나비목에 속하는 절지동물은 뭘까?,Swallowtail butterfly,phylum,Arthropod,Papilio xuthus,5.0
12613,120800220220624145008.jpg,이미지 속 애완동물을 뭐라고 부를까?,Goldfish,subject,Pet,goldfish,5.0
12614,133700220220722181001.jpg,잉글랜드에서 발명된 백열등은 어떤 제품이니?,Incandescent light bulb,subject,England's invention,Home Appliances,5.0
12615,122203220220802133002.jpg,이미지 속 코뿔새는 무슨 문에 속하는 동물이야?,Hornbill,kingdom,Animal,chordate,5.0
12616,141201920220726172933.jpg,이미지 안 속씨식물은 어떤 목에 속할까?,Solanum nigrum,order,Solanales,Solanales,5.0
12617,120400220220627112957.jpg,이미지 안에 뱀은 어떤 동물이야?,Snake,subphylum,Vertebrate,vertebrate,5.0
12618,141300420220726154444.jpg,이미지 속 원예 식물의 과는 뭐야?,Equisetum arvense,subject,Gardening_Plants,Equisetidae,5.0
12619,122203220220808110222.jpg,이미지에 있는 코뿔새는 무슨 문에 해당하지?,Hornbill,phylum,Chordate,chordate,5.0
12620,110700720220705175345.jpg,이미지 속 민간 부문 조직에 해당하는 가게는 뭐야?,optician,subject,Retail shop,optical shop,5.0
12621,151100620220713154444.jpg,이미지 속 실내 경기장은 뭐야?,Gym,subject,indoor_stadium,the gym,5.0
12622,141502320220727110901.jpg,이미지 속 유독식물의 목은 뭐야?,Atropa belladonna,subject,Poisonous plants,Solanales,5.0
12623,134100920220725142601.jpg,이미지 안 사람은 무슨 아문에 속하니?,Human,subphylum,Vertebrate,vertebrate,5.0
12624,111100320220706132542.jpg,카지노는 어느 나라의 낱말이니?,Casino,subject,italian word,italy,5.0
12625,120104820220822131708.jpg,이미지에 있는 동물이 해당하는 목은 무엇이니?,Papilio xuthus,kingdom,Animal,lepidoptera,5.0
12626,110700620220928160108.jpg,이미지에서 음식 판매와 관련 있는 곳은 어디야?,a grocery store,UsedFor,selling food,a grocery store,5.0
12627,141502320220727110648.jpg,이미지 안 가지목에 해당하는 속씨식물은 무엇일까?,Atropa belladonna,order,Solanales,atropa belladonna,5.0
12628,120204920220715112801.jpg,이미지 속 포유류의 문은 뭘까?,Mongoose,class,Mammal,chordate,5.0
12629,131800320220707182209.jpg,이미지 안 상아는 무엇의 재료로 사용되었니?,Ivory,subject,sculpture_material,piece,5.0
12630,111500220220706152845.jpg,이미지 내의 서커스에서 페인트를 칠한 얼굴과 관계있는 건 누구니?,Clown,subject,Circus,Clown,5.0
12631,141404020220726162551.jpg,팔손이는 무슨 과에 속하지?,Fatsia japonica,family,Araliaceae,Araliaceae,5.0
12632,111800620220706153013.jpg,이미지 안에서 과일로 만든 마실 것을 뭐라고 하니?,juice,RelatedTo,fruit,Juice,5.0
12633,130800420220628155424.jpg,이미지 안의 계측기를 뭐라고 부를까?,Ruler,subject,Measuring instrument,za,5.0
12634,115100420220822173313.jpg,이미지 안에서 생태계의 것과 관련 있는 것은 무엇일까?,ecotope,RelatedTo,biotope,biotope,5.0
12635,130100220220627164530.jpg,이미지 안에서 파충류에 속하는 것은 어떤 아문에 해당해?,Snake,class,Reptile,vertebrate,5.0
12636,140600620220711102244.jpg,이미지에 있는 나물의 미분류문은 무엇이니?,Amaranthus tricolor,subject,Namul,ia genus,5.0
12637,140500120220711152023.jpg,이미지 안에 겨우살이는 무엇에 속하는 식물이니?,mistletoe,order,Santalales,Santalales,5.0
12638,141203120220816102441.jpg,이미지에서 싱아는 어느 과에 속하니?,Koenigia alpina,family,Polygonaceae,Polygonaceae,5.0
12639,151300420220804154933.jpg,이미지 속 수영복의 이름은 뭐야?,Bikini,subject,Swimsuit,bikini,5.0
12640,120204420220707155828.jpg,이미지 속 공원에 있는 포유류는 어느 나라의 포유류일까?,Kangaroo,subject,australian_mammals,Australia,5.0
12641,141501920220727161554.jpg,이미지 속의 식물은 무슨 미분류과에 속하니?,Phytolacca americana,kingdom,Plant,ia genus,5.0
12642,121900520220907175158.jpg,이미지 속 척삭동물의 아목은 뭐야?,Japanese sea lion,suborder,Caniformia,Caniformia,5.0
12643,141201520220726150626.jpg,이미지 안 장미목에 속하는 식물의 미분류강은 무엇이니?,Potentilla reptans,order,Rosales,Eudicot plant,5.0
12644,122201320220707162212.jpg,이미지 속 오리는 무슨 동물이니?,Duck,phylum,Chordate,chordate,5.0
12645,140401120220711105510.jpg,이미지 안 사과는 무엇에 속하는 속씨식물일까?,Apple,unclassified_class,Eudicots,Eudicot plant,5.0
12646,132901320220926175834.jpg,이미지 속 에콰도르의 문화와 연관 있는 것은 뭐야?,Panama hat,subject,Ecuadorian culture,panama hat,5.0
12647,131500520220721171849.jpg,이미지에 있는 생활용품은 어느 나라의 발명품이니?,Steel and tin cans,subject,british invention,great britain,5.0
12648,122500220220721152535.jpg,이미지 속 포유류에 속하는 동물은 뭐니?,Nutria,class,Mammal,nutria,5.0
12649,141203220220816142547.jpg,얼레지의 미분류강은 뭐야?,Erythronium japonicum,unclassified_class,Monocotyledon,monoclea,5.0
12650,120100120220817135132.jpg,개미의 아목은 무엇이니?,Ant,suborder,Apocrita,Apocrita,5.0
12651,120209720220802142638.jpg,이미지 속 고양이의 품종은 뭐야?,Persian cat,subject,List of cat breeds,persian cat,5.0
12652,110101420221118112437.jpg,이미지 속 목관 악기는 어느 나라에서 발명했을까?,Saxophone,subject,Woodwind instrument,Belgium,5.0
12653,120101820220715134951.jpg,이미지 속 무기 화합물을 무엇이라고 하니?,Water,subject,Inorganic compound,the water,5.0
12654,110501120220728182434.jpg,이미지에서 해안구조물은 뭐지?,Breakwater (structure),subject,coastal structure,cofferdam,5.0
12655,110300520220801182029.jpg,이미지에서 컴퓨터 저장 매체는 뭘까?,Hard disk drive,subject,computer_storage_medium,a hard disc,5.0
12656,122200320220810135321.jpg,까치는 어느 나라의 천연기념물이야?,Oriental magpie,subject,Japan_Natural Monument,japan,5.0
12657,141200220220711112955.jpg,국화는 무엇에 속해?,Asteraceae,unclassified_phylum,Flowering plant,ia genus,5.0
12658,152300120220713164846.jpg,이미지 안 전등은 무슨 부품에 속하니?,Light bulb,subject,Electronic component,Electron,5.0
12659,120201820220623143240.jpg,이미지 안 초식동물에 해당하는 포유류는 뭐야?,Leporidae,subject,Herbivore,rabbit,5.0
12660,140601020220711151308.jpg,이미지 내 약용식물의 어느 과에 해당해?,thistle,subject,Medicinal plants,chrysanthemum,5.0
12661,122300320220907171057.jpg,이미지 안 절지동물의 강은 무엇일까?,Tarantula,class,Arachnid,Arachnid,5.0
12662,141201520220726145750.jpg,가락지나물은 무슨 아과에 해당하는 식물이니?,Potentilla reptans,kingdom,Plant,Rosoideae,5.0
12663,130302420220715113423.jpg,이미지 내 개의 강은 무엇일까?,Dog,class,Mammal,a mammal,5.0
12664,120210420220907151149.jpg,이미지 내 서있는 식육목은 무엇일까?,a leg,UsedFor,stand,american black bear,5.0
12665,131501320220808142438.jpg,이미지 속 멕시코 요리는 뭐야?,Cake,subject,Mexican cuisine,cakes,5.0
12666,140600620220711103725.jpg,이미지 내 비름은 무엇에 속하는 풀이니?,Amaranthus tricolor,genus,Amaranth,Amaranthus,5.0
12667,114800820220719160113.jpg,이미지 안의 사진가는 무엇을 사용하는 직업이니?,Photographer,subject,Job,a camera,5.0
12668,111800920220707100417.jpg,이미지 안의 라임은 어떤 식물에 속하니?,Lime (fruit),unclassified_phylum,Flowering plant,ia genus,5.0
12669,122100720220721144858.jpg,이미지 속 바다전갈의 목은 뭘까?,Eurypterid,order,Eurypterid,Eurypterid,5.0
12670,120205020220715135755.jpg,이미지 내 척삭동물에 속하는 동물은 뭐야?,Viverridae,phylum,Chordate,civet,5.0
12671,141500820220712141616.jpg,이미지 내 협죽도는 어떤 식물이야?,Nerium,subject,Poisonous plants,Poisonous plants,5.0
12672,120204020220707104758.jpg,이미지 내 낙타과에 속하는 포유류는 무엇이지?,Alpaca,subject,Camelidae,alpaca,5.0
12673,120201420220623172058.jpg,이미지 속 영장류에 속한 동물은 뭐야?,Monkey,class,Mammal,a monkey,5.0
12674,131800320220707181359.jpg,이미지 내 상아는 코끼리의 무엇이니?,Ivory,subject,Elephant,a tooth,5.0
12675,120201620220624102828.jpg,이미지 속 척추동물은 뭐니 ?,Human,subphylum,Vertebrate,people,5.0
12676,141200920220711134340.jpg,이미지 내 약용식물이 속해있는 아과는 무엇일까?,Aloe,subject,Medicinal plants,Asphodelaceae,5.0
12677,120900120220624155629.jpg,이미지 속 갑각류에 속한 절지동물은 뭐야?,Lobster,phylum,Arthropod,lobster,5.0
12678,131801320220923112431.jpg,이미지 내 앉아 있는 척추동물은 뭐야?,Human,subphylum,Vertebrate,people,5.0
12679,114000720220927171444.jpg,이미지에서 살균제와 관계된 것은 뭘까?,sanitizer,RelatedTo,hand sanitizer,Hand sanitizer,5.0
12680,115800120220803152944.jpg,이미지 속 디스플레이 기술과 관련 있는 것은 뭐야?,Computer monitor,subject,Display_Technology,a computer monitor,5.0
12681,130500420220628114851.jpg,이미지 내에 있는 철봉은 어떤 기구야?,Horizontal bar,subject,mechanical_gymnastics_apparatus,Artistic gymnastics,5.0
12682,160100720220713180128.jpg,이미지 속 아르헨티나에서 발명한 것은 무엇일까?,Helicopter,subject,Argentinian invention,helicopter,5.0
12683,130700720221005115512.jpg,이미지 내 공원에 있는 의자는 무엇일까?,Bench (furniture),subject,Chair,bench,5.0
12684,141204020220805145631.jpg,데이지는 무슨 과에 해당하는 식물일까?,Bellis perennis,kingdom,Plant,chrysanthemum,5.0
12685,151800120220713132427.jpg,이미지 속 육상 경기 종목에 해당하는 것은 뭐지?,High jump,subject,Athletics_Game_Event,high jump,5.0
12686,120100320220622160650.jpg,이미지 속 곤충은 뭐야?,Butterfly,class,Insect,butterfly,5.0
12687,120104820220822114501.jpg,이미지 안 절지동물에 해당하는 것은 무엇이야?,Papilio xuthus,phylum,Arthropod,Papilio xuthus,5.0
12688,140800520220708173408.jpg,이미지 속 속씨식물은 무엇에 속해?,Hedera helix,subject,Araliaceae,Araliaceae,5.0
12689,141200220220711105002.jpg,이미지 속 식물은 무엇에 속하니?,Asteraceae,order,Asterales,Asterales,5.0
12690,115200720220801163222.jpg,이미지에서 잉글랜드에서 발명한 기계는 뭘까?,Sewing machine,subject,Machine,sewing thing,5.0
12691,141200220220711134313.jpg,이미지 안에서 국화는 무슨 식물이야?,Asteraceae,unclassified_phylum,Flowering plant,ia genus,5.0
12692,141401820220726161233.jpg,이미지 안 원예 식물은 어떤 과에 속해?,Papaver rhoeas,subject,Gardening_Plants,Papaveraceae,5.0
12693,140200420220701150951.jpg,이미지에서 미나리과에 속한 진정쌍떡잎식물은 뭐야?,Carrot,subject,Apiaceae,carrot,5.0
12694,120202620220624163843.jpg,이미지 내의 타조는 무슨 동물이니?,Common ostrich,phylum,Chordate,chordate,5.0
12695,110200820220810175251.jpg,이미지 속 영국 요리를 뭐라고 하니?,Doughnut,subject,British cuisine,doughnut,5.0
12696,113100320220718144202.jpg,이미지에서 문어와 관련된 음식은 무엇일까?,takoyaki,RelatedTo,octopus,Takoyaki,5.0
12697,115100420220822165253.jpg,이미지 내 지리적으로 식물과 관련된 것은 뭐지?,biotope,RelatedTo,plant,Biotope,5.0
12698,141200920220711133938.jpg,알로에의 아과는 무엇이니?,Aloe,subfamily,Asphodelaceae,Asphodelaceae,5.0
12699,141203420220829152649.jpg,이미지에서 꿀풀목에 해당하는 속씨식물은 뭘까?,Plantago asiatica,order,Lamiales,Plantago asiatica,5.0
12700,110100120220620135056.jpg,이미지 속 기명악기는 무엇일까?,Accordion,subject,Aerophone,an accordion,5.0
12701,115600120220803135358.jpg,이미지 속 남성을 가리키는 용어는 뭐야?,Bridegroom,subject,a term that refers to men,groom,5.0
12702,121300120220707142951.jpg,이미지에서 당나귀는 무엇에 속하는 동물일까?,Donkey,subject,Livestock,domestic animal,5.0
12703,141201920220726164722.jpg,이미지 속 가지목에 해당하는 것은 뭐야?,Solanum nigrum,order,Solanales,solanum nigrum,5.0
12704,133101320220808180639.jpg,이미지 속 조류학과 연관 있는 것은 무엇일까?,Nest box,subject,Ornithology,birdhouse,5.0
12705,140401120220711110841.jpg,옥수수는 무엇에 속하는 식물일까?,Maize,subject,Panicoideae,Panicoideae,5.0
12706,120100320220622155421.jpg,이미지 속 곤충은 어떤 문에 해당하니?,Butterfly,class,Insect,arthropod,5.0
12707,140600520220708172510.jpg,이미지 안 미나리는 무엇에 해당하는 식물이니?,Oenanthe javanica,unclassified_class,Eudicots,Eudicot plant,5.0
12708,151300520220804152110.jpg,운동화는 어떤 신발이야?,Athletic shoe,subject,sports_shoes,sport,5.0
12709,114800720220721103226.jpg,이미지 내 바텐더는 무슨 산업에 속하는 직업이야?,Bartender,subject,Job,a food,5.0
12710,141400720220711152635.jpg,이미지 내 속씨식물은 무엇에 속할까?,Syringa vulgaris,family,Oleaceae,furipteridae,5.0
12711,120206920220720141307.jpg,이미지 속 웜뱃은 어느 나라의 포유류일까?,Wombat,subject,australian_mammals,Australia,5.0
12712,211000420221013125422.jpg,이미지 속 도자기는 어느 나라의 도예일까?,Celadon,subject,Porcelain,Korea,5.0
12713,140601320220726115434.jpg,이미지 안 국화군에 속하는 광대나물의 과는 뭐야?,Lamium amplexicaule,family,Lamiaceae,Lamiaceae,5.0
12714,160301120220808154345.jpg,이미지 안 이탈리아의 수상 교통을 뭐라고 부를까?,Gondola,subject,Italian_Water_Transportation,gondola,5.0
12715,131500120220707171204.jpg,이미지 내 버섯은 어디에 속할까?,Mushroom,subject,Fungus,fungi,5.0
12716,120105420220928145803.jpg,이미지 속 풍뎅이아목에 해당되는 동물의 문은 뭐야?,Chrysomeloidea,suborder,Polyphaga,arthropod,5.0
12717,120209220220802113917.jpg,이미지 속 척삭동물에 해당하는 것은 뭐야?,Impala,phylum,Chordate,impala,5.0
12718,131300220220708104820.jpg,이미지 속 온도계는 어느 나라의 발명품이니?,Thermometer,subject,italian invention,italy,5.0
12719,120105420220928160104.jpg,이미지 속 곤충은 무슨 하목에 속하니?,Chrysomeloidea,infraorder,Cucujiformia,Cucujiformia,5.0
12720,120401120220929104248.jpg,이미지 안의 도마뱀은 어떤 하목에 속할까?,Agamidae,suborder,Scincella vandenburghi,Iguanomorpha,5.0
12721,120200820220623144800.jpg,여우는 무엇에 속하는 척삭동물이야?,Fox,subject,Canidae,canidae,5.0
12722,132400120220708170936.jpg,기관총은 어느 나라 발명품이니?,Machine gun,subject,England's invention,england,5.0
12723,120203220220707135720.jpg,이미지 속 유인원은 무엇에 속하니?,Gorilla,subject,Ape,a primate,5.0
12724,110600420220714180415.jpg,이미지 속 유인원인 생물은 어디에 속할까?,Human,class,Mammal,a mammal,5.0
12725,160400720220714111140.jpg,전투폭격기는 무엇에 속하니?,Fighter-bomber,subject,Military aircraft,Military aircraft,5.0
12726,130301620220627160908.jpg,이미지 속 척삭동물에 속하는 생물은 뭐야?,Human,phylum,Chordate,people,5.0
12727,110100720220809181149.jpg,이미지 속 금관 악기에 포함되는 것은 뭘까?,French horn,subject,Brass instrument,french horn,5.0
12728,140100420220628162154.jpg,장미군에 속하는 덩굴식물은 뭐지?,Grape,subject,Vine,grape,5.0
12729,120207820220803154414.jpg,단봉낙타는 무슨 문에 속하는 포유류니?,Dromedary,class,Mammal,chordate,5.0
12730,130300620220628105846.jpg,이미지 내 선풍기는 무슨 제품에 속할까?,Fan (machine),subject,Home appliance,home appliance,5.0
12731,150100820220712181255.jpg,이미지 내의 수아강에 속하는 사람은 어디에 포함되어 있어?,Human,class,Mammal,a mammal,5.0
12732,131002020220804171510.jpg,이미지에서 라디오는 이름이 무슨 언어 계 외래어인 영국의 발명품일까?,Radio,subject,british invention,english,5.0
12733,151000520220713174853.jpg,이미지에 있는 요트는 어느 나라에서 들어온 외래어야?,Yacht,subject,Dutch language_loan language,netherland,5.0
12734,120210320220922132625.jpg,이미지 속 사족보행과 연관된 식육목에 해당하는 것은 뭐야?,quadrupedal,RelatedTo,walk,lynx,5.0
12735,122203320220803142125.jpg,이미지 속 플라밍고는 어디에 속하는 새일까?,Flamingo,order,Flamingo,Phoenicopteriformes,5.0
12736,170800420220923110812.jpg,이미지에서 포유류에 해당하는 거대동물은 무엇일까?,Elephant,subject,Megafauna,elephant,5.0
12737,131500420220707183113.jpg,이미지 속 건설할 때 사용하는 재료는 뭐야?,Brick,subject,Construction,brick,5.0
12738,130100920220913172824.jpg,이미지에서 역류 장전총에 해당하는 군용 무기는 무엇이니?,assault rifle,IsA,breech loading gun,assault rifle,5.0
12739,120100320220817171557.jpg,나비는 어떤 아목에 포함되는 절지동물일까?,Butterfly,phylum,Arthropod,Glossata,5.0
12740,141401620220711141243.jpg,이미지 내 튤립은 무슨 목에 해당하는 외떡잎식물이지?,Tulip,order,Liliales,lily order,5.0
12741,140801320220920133952.jpg,이미지 속 덩굴식물이 해당하는 목은 뭐야?,Smilax china,subject,Vine,lily order,5.0
12742,211301120220823113614.jpg,이미지 내 도기는 어느 나라의 문화에 속하니?,Onggi,subject,pottery,Korea,5.0
12743,120400320220830102052.jpg,이미지 속 불모지에 있는 파충류를 뭐라고 불러?,Scincella vandenburghi,class,Reptile,lizard,5.0
12744,114800820220719154854.jpg,이미지 안의 파파라치와 관련 있는 직업은 뭐니?,Photographer,subject,Job,Photographer,5.0
12745,120807520220721142118.jpg,청어는 무엇에 속하는 동물이지?,Pacific herring,class,Actinopterygii,Actinopterygii,5.0
12746,120600120220823172200.jpg,이미지에서 복족류에 속하는 연체동물은 뭐야?,Snail,class,Gastropoda,snail,5.0
12747,140100420220818183220.jpg,레몬의 목은 뭘까?,Lemon,order,Sapindales,Sapindales,5.0
12748,140900120220711112431.jpg,이미지에서 무기 용매에 해당하는 것은 뭐지?,Water,subject,inorganic_solvent,the water,5.0
12749,120400420220707114629.jpg,이미지에서 악어는 무엇에 속한 동물이니?,Crocodilia,class,Reptile,a reptile,5.0
12750,151000620220714100851.jpg,이미지 내 수상 스포츠는 무엇이야?,Wakeboarding,subject,List of water sports,wakeboarding,5.0
12751,152300620220713143801.jpg,이미지 속 항공 스포츠는 무엇일까?,Paragliding,subject,Air sports,paragliding,5.0
12752,120900120220624154205.jpg,바닷가재는 무엇에 해당하지?,Lobster,subphylum,Crustacean,an udder,5.0
12753,130100620220715161628.jpg,이미지 속 투척무기를 뭐라고 부를까?,Grenade,subject,throwing weapon,hand grenade,5.0
12754,120102020220822111740.jpg,이미지 속 유시아강에 속하는 곤충은 뭐야?,Forficulidae,class,Insect,earwig,5.0
12755,120207820220803170253.jpg,이미지 속 영장상목에 속하는 척추동물은 무엇이니?,Human,superorder,Euarchontoglires,people,5.0
12756,120207920220927161747.jpg,이미지 속 실용견은 뭐야?,Dalmatian (dog),subject,Non-sporting group,dalmatian,5.0
12757,110400420220714181936.jpg,이미지 속 보행자 시설은 뭐야?,guardrail,subject,Pedestrian_Facilities,Guardrail,5.0
12758,141201620220726164712.jpg,이미지 속 식물은 무엇에 속해?,Erigeron annuus,subject,Medicinal plants,Medicinal plants,5.0
12759,122202820220728174225.jpg,이미지 안 한국의 텃새는 어떤 문에 속할까?,Eurasian tree sparrow,subject,Korean_resident bird,chordate,5.0
12760,120209420220802170849.jpg,이미지 안 코요테는 무슨 목에 해당하는 동물이야?,Coyote,kingdom,Animal,Carnivora,5.0
12761,132502220220722151504.jpg,청바지는 어느 나라에서 발명했을까?,Jeans,subject,american_invention,usa,5.0
12762,120400220220627112844.jpg,뱀은 무엇에 속하는 동물일까?,Snake,phylum,Chordate,chordate,5.0
12763,180400120220915165737.jpg,이미지에서 진원류에 해당하는 유인원은 뭐지?,Human,superfamily,Ape,people,5.0
12764,110400420220714183205.jpg,가드레일은 무슨 장비에 해당할까?,guardrail,subject,safety_equipment,Safety,5.0
12765,141000220220711150730.jpg,이미지에서 말피기목에 속하는 식물은 뭐야?,Flax,order,Malpighiales,flax,5.0
12766,110900820220801112501.jpg,이미지 내 이탈리아 요리에 관련된 유제품은 뭐니?,Ice cream,subject,Dairy product,ice cream,5.0
12767,160601420220714143818.jpg,이미지 내 프리깃은 어느 시대의 범선이야?,Frigate,subject,Age of Discovery_Sailboat,Age of Discovery,5.0
12768,120201620220624111013.jpg,이미지에서 영장상목에 속한 척추동물은 뭐야?,Human,superorder,Euarchontoglires,people,5.0
12769,132303520220926102033.jpg,이미지 속 동전 투입구가 있는 기계는 뭐야?,coin slot,PartOf,vending machine,a vending stand,5.0
12770,120101020220707133228.jpg,이미지 속 짧은뿔파리류에 속하는 동물은 뭐니?,Muscomorpha,suborder,Brachycera,paris,5.0
12771,114900220220720114352.jpg,이미지에서 따뜻함을 주는 담요는 무엇이니?,a blanket,UsedFor,providing warmth,futon,5.0
